,id,youtube_id,player,sex,club,view,slow,events,bbox,split
829,829,ykkf5tFTBWM,BROOKE HENDERSON,f,iron,face-on,0,[ 816  832  905  922  947  961  975  985 1027 1057],[1.96093750e-01 6.94444444e-04 6.15625000e-01 9.85416667e-01],2
830,830,CuAL_6U7_aQ,TIGER WOODS,m,driver,face-on,0,[661 845 857 860 867 871 874 876 893 927],[1.89843750e-01 6.94444444e-04 6.87500000e-01 9.47916667e-01],4
831,831,CuAL_6U7_aQ,TIGER WOODS,m,driver,face-on,1,[1317 1360 1408 1419 1448 1464 1476 1483 1541 1601],[2.01562500e-01 6.94444444e-04 6.84375000e-01 9.60416667e-01],4
832,832,HHPJ-KlWmWg,ROSS FISHER,m,hybrid,down-the-line,0,[ 61 151 161 164 171 175 177 179 194 228],[2.00781250e-01 6.94444444e-04 3.24218750e-01 9.00694444e-01],1
833,833,HHPJ-KlWmWg,ROSS FISHER,m,hybrid,down-the-line,1,[348 375 412 429 455 469 479 488 539 579],[2.14843750e-01 6.94444444e-04 3.11718750e-01 9.06250000e-01],1
834,834,sjhobplgUrQ,ANNA NORDQVIST,f,driver,other,0,[151 259 274 279 286 290 294 297 308 341],[3.90625000e-04 6.94444444e-04 6.51953125e-01 1.00000000e+00],1
835,835,sjhobplgUrQ,ANNA NORDQVIST,f,driver,other,1,[581 608 664 679 713 727 742 753 801 833],[3.90625000e-04 6.94444444e-04 6.26953125e-01 1.00000000e+00],1
836,836,Jefb7VSmGZA,GRAHAM DELAET,m,driver,face-on,0,[155 329 340 343 350 355 358 360 373 409],[1.03125000e-01 6.94444444e-04 7.61718750e-01 9.84027778e-01],4
837,837,Jefb7VSmGZA,GRAHAM DELAET,m,driver,face-on,1,[686 721 769 779 811 829 841 849 899 935],[1.10937500e-01 6.94444444e-04 7.48437500e-01 9.97916667e-01],4
838,838,Jefb7VSmGZA,GRAHAM DELAET,m,driver,down-the-line,0,[2051 2280 2291 2294 2302 2307 2309 2311 2324 2359],[4.84375000e-02 6.94444444e-04 6.01562500e-01 9.96527778e-01],4
839,839,Jefb7VSmGZA,GRAHAM DELAET,m,driver,down-the-line,1,[2636 2648 2690 2700 2734 2752 2762 2770 2816 2854],[2.34375000e-02 6.94444444e-04 6.14062500e-01 1.00000000e+00],4
840,840,FE6n5lmeeQw,IK KIM,f,driver,down-the-line,0,[155 324 337 342 351 356 360 363 380 413],[6.09375000e-02 6.94444444e-04 5.70312500e-01 9.99305556e-01],2
841,841,FE6n5lmeeQw,IK KIM,f,driver,down-the-line,1,[567 614 659 682 717 735 751 761 829 866],[4.84375000e-02 6.94444444e-04 5.87500000e-01 9.99305556e-01],2
842,842,zeoTQLK5Sx0,LUKE DONALD,m,driver,face-on,0,[242 460 475 479 486 491 494 496 520 558],[0.15546875 0.025      0.621875   0.94027778],1
843,843,zeoTQLK5Sx0,LUKE DONALD,m,driver,face-on,1,[ 763  822  873  888  919  935  948  955 1052 1088],[0.171875   0.04861111 0.61484375 0.925     ],1
844,844,O0zE8X243hM,BRITTANY LINCICOME,f,driver,face-on,0,[121 210 249 254 259 261 265 267 284 318],[1.17187500e-01 6.94444444e-04 7.58593750e-01 1.00000000e+00],1
845,845,O0zE8X243hM,BRITTANY LINCICOME,f,driver,face-on,1,[558 578 730 749 771 780 794 804 871 904],[9.60937500e-02 6.94444444e-04 7.99218750e-01 9.99305556e-01],1
846,846,oUhrQAew7yA,INBEE PARK,f,driver,face-on,0,[476 537 565 579 592 596 600 602 632 667],[0.15234375 0.06388889 0.66015625 0.87638889],3
847,847,sbBCFulU2Iw,ARIYA JUTANUGARN,f,iron,down-the-line,0,[181 703 721 727 733 738 741 745 768 804],[2.31250000e-01 6.94444444e-04 3.98437500e-01 9.93750000e-01],4
848,848,sbBCFulU2Iw,ARIYA JUTANUGARN,f,iron,down-the-line,1,[1074 1131 1188 1212 1239 1255 1269 1284 1364 1426],[2.51562500e-01 6.94444444e-04 3.67968750e-01 9.89583333e-01],4
849,849,q38tguX7TsU,JERRY KELLY,m,driver,face-on,0,[121 403 419 425 433 437 440 442 457 505],[1.11718750e-01 6.94444444e-04 7.35937500e-01 9.75694444e-01],2
850,850,q38tguX7TsU,JERRY KELLY,m,driver,face-on,1,[685 716 779 799 832 847 863 871 928 969],[1.14843750e-01 6.94444444e-04 7.53125000e-01 9.86805556e-01],2
851,851,q38tguX7TsU,JERRY KELLY,m,driver,down-the-line,0,[2169 2370 2387 2391 2401 2405 2408 2410 2428 2467],[1.32812500e-01 6.94444444e-04 5.45312500e-01 9.99305556e-01],2
852,852,q38tguX7TsU,JERRY KELLY,m,driver,down-the-line,1,[2707 2768 2828 2849 2887 2901 2914 2923 2981 3027],[1.08593750e-01 6.94444444e-04 5.71875000e-01 1.00000000e+00],2
853,853,kbXSIa1zAAI,TIGER WOODS,m,driver,other,0,[151 345 358 362 369 373 376 378 394 444],[0.21328125 0.15       0.49765625 0.82361111],2
854,854,kbXSIa1zAAI,TIGER WOODS,m,driver,other,1,[684 724 775 790 816 833 845 853 911 950],[0.23125    0.11111111 0.48984375 0.87222222],2
855,855,ghi3184d6Is,LYDIA KO,f,driver,down-the-line,0,[ 32 381 404 411 422 426 430 432 456 469],[3.90625000e-04 6.94444444e-04 4.75390625e-01 9.61805556e-01],2
856,856,ghi3184d6Is,LYDIA KO,f,driver,face-on,0,[352 382 405 412 423 427 430 432 456 464],[5.04687500e-01 6.94444444e-04 4.95703125e-01 1.00000000e+00],2
857,857,ghi3184d6Is,LYDIA KO,f,driver,down-the-line,1,[554 634 724 746 792 809 825 835 913 953],[3.90625000e-04 6.94444444e-04 4.84765625e-01 9.70138889e-01],2
858,858,ghi3184d6Is,LYDIA KO,f,driver,face-on,1,[563 634 727 752 793 813 827 836 913 947],[4.98437500e-01 6.94444444e-04 5.01953125e-01 1.00000000e+00],2
859,859,ghi3184d6Is,LYDIA KO,f,driver,face-on,0,[3797 4275 4302 4309 4318 4321 4325 4327 4347 4356],[3.90625000e-04 6.94444444e-04 4.95703125e-01 9.97916667e-01],2
860,860,ghi3184d6Is,LYDIA KO,f,driver,down-the-line,0,[4206 4277 4302 4308 4316 4321 4325 4327 4347 4361],[5.02343750e-01 6.94444444e-04 4.98046875e-01 9.97916667e-01],2
861,861,ghi3184d6Is,LYDIA KO,f,driver,face-on,1,[4451 4510 4613 4639 4674 4689 4703 4713 4790 4826],[3.90625000e-04 6.94444444e-04 4.97265625e-01 1.00000000e+00],2
862,862,ghi3184d6Is,LYDIA KO,f,driver,down-the-line,1,[4496 4520 4611 4638 4670 4689 4705 4714 4789 4829],[5.02343750e-01 6.94444444e-04 4.98046875e-01 9.95138889e-01],2
863,863,Vqrc2UJSVJo,CANDIE KUNG,f,driver,other,0,[530 544 556 560 569 574 578 580 601 640],[0.25703125 0.18055556 0.2984375  0.76388889],3
864,864,Vqrc2UJSVJo,CANDIE KUNG,f,driver,other,1,[ 760  788  836  849  885  905  919  928 1010 1043],[0.246875   0.17638889 0.3046875  0.73333333],3
865,865,xWAQ3f3S85w,RETIEF GOOSEN,m,driver,down-the-line,0,[331 612 631 635 643 647 650 652 671 710],[1.21093750e-01 6.94444444e-04 5.68750000e-01 9.99305556e-01],2
866,866,xWAQ3f3S85w,RETIEF GOOSEN,m,driver,down-the-line,1,[1130 1191 1234 1249 1283 1299 1312 1320 1394 1434],[1.16406250e-01 6.94444444e-04 5.76562500e-01 1.00000000e+00],2
867,867,awk2OikfSlQ,MORGAN PRESSEL,f,driver,down-the-line,0,[ 91 140 157 161 169 174 177 180 199 239],[3.90625000e-04 6.94444444e-04 6.57421875e-01 9.99305556e-01],1
868,868,awk2OikfSlQ,MORGAN PRESSEL,f,driver,down-the-line,1,[389 395 458 473 512 526 539 550 627 657],[3.90625000e-04 6.94444444e-04 6.45703125e-01 9.99305556e-01],1
869,869,6yLSmWjSXQQ,SEAN OHAIR,m,driver,face-on,0,[151 312 330 336 345 351 355 357 372 413],[5.93750000e-02 6.94444444e-04 8.37500000e-01 9.97916667e-01],3
870,870,6yLSmWjSXQQ,SEAN OHAIR,m,driver,face-on,1,[623 654 726 749 788 811 824 832 893 932],[5.00000000e-02 6.94444444e-04 8.71875000e-01 1.00000000e+00],3
871,871,D4CLyWrQbLc,JULI INKSTER,f,driver,down-the-line,0,[301 431 452 454 467 471 475 478 509 550],[2.65625000e-02 6.94444444e-04 6.36718750e-01 1.00000000e+00],1
872,872,D4CLyWrQbLc,JULI INKSTER,f,driver,down-the-line,1,[ 730  816  902  913  961  979  992 1004 1100 1152],[3.28125000e-02 6.94444444e-04 6.35156250e-01 1.00000000e+00],1
873,873,JkxqUX301iM,HENRIK STENSON,m,fairway,down-the-line,0,[241 512 520 523 530 533 536 538 553 597],[2.51562500e-01 6.94444444e-04 3.07031250e-01 8.50694444e-01],1
874,874,JkxqUX301iM,HENRIK STENSON,m,fairway,down-the-line,1,[687 738 769 780 806 820 831 841 898 931],[2.03125000e-01 6.94444444e-04 3.53906250e-01 8.56250000e-01],1
875,875,fWM_dBAHGWA,MATT KUCHAR,m,driver,face-on,0,[301 550 593 599 605 609 613 615 637 672],[1.14062500e-01 6.94444444e-04 7.67968750e-01 9.99305556e-01],4
876,876,fWM_dBAHGWA,MATT KUCHAR,m,driver,face-on,1,[ 822  910 1041 1064 1088 1104 1118 1126 1207 1247],[1.05468750e-01 6.94444444e-04 7.92187500e-01 9.96527778e-01],4
877,877,htF1nwyL3Dc,MICHELLE WIE,f,driver,face-on,0,[211 538 550 556 561 565 568 570 588 598],[8.82812500e-02 6.94444444e-04 7.99218750e-01 9.86805556e-01],4
878,878,htF1nwyL3Dc,MICHELLE WIE,f,driver,face-on,1,[1131 2167 2216 2238 2260 2273 2286 2296 2363 2406],[3.90625000e-04 6.94444444e-04 3.74609375e-01 9.97916667e-01],4
879,879,4H2k5sHRqUU,JUSTIN ROSE,m,driver,other,0,[721 872 895 900 908 912 915 917 935 969],[3.90625000e-04 6.94444444e-04 4.48828125e-01 9.36805556e-01],2
880,880,4H2k5sHRqUU,TIGER WOODS,m,fairway,other,0,[849 886 899 902 909 913 916 918 936 972],[5.02343750e-01 6.94444444e-04 4.34375000e-01 9.85416667e-01],2
881,881,4H2k5sHRqUU,JUSTIN ROSE,m,driver,other,1,[1092 1124 1208 1231 1261 1277 1288 1298 1366 1400],[3.90625000e-04 6.94444444e-04 4.40234375e-01 9.34027778e-01],2
882,882,4H2k5sHRqUU,TIGER WOODS,m,fairway,other,1,[1100 1174 1221 1234 1263 1278 1290 1297 1359 1393],[5.01562500e-01 6.94444444e-04 4.38281250e-01 9.77083333e-01],2
883,883,AuEzqIpkHmc,RORY MCILROY,m,fairway,other,0,[181 435 444 448 455 460 463 465 483 522],[0.17890625 0.06388889 0.3296875  0.81666667],3
884,884,AuEzqIpkHmc,RORY MCILROY,m,fairway,other,1,[ 822  860  899  911  941  961  972  979 1045 1105],[0.16875    0.04583333 0.34296875 0.84722222],3
885,885,bw5cgYFkI-E,CRISTIE KERR,f,driver,face-on,0,[511 697 716 718 730 735 739 741 759 794],[8.20312500e-02 6.94444444e-04 8.46093750e-01 9.78472222e-01],1
886,886,bw5cgYFkI-E,CRISTIE KERR,f,driver,face-on,1,[ 974  988 1058 1067 1111 1133 1148 1158 1228 1262],[9.53125000e-02 6.94444444e-04 8.39062500e-01 9.86805556e-01],1
887,887,melWSEsIm90,DICKY PRIDE,m,fairway,other,0,[511 541 553 556 565 569 572 574 594 635],[3.90625000e-04 6.94444444e-04 5.33984375e-01 9.99305556e-01],3
888,888,melWSEsIm90,DICKY PRIDE,m,fairway,other,1,[ 755  809  853  867  902  919  931  941 1018 1059],[3.90625000e-04 6.94444444e-04 5.35546875e-01 1.00000000e+00],3
889,889,gboBLW7zKk0,JUSTIN LEONARD,m,driver,face-on,0,[669 670 684 689 695 700 703 705 722 760],[3.35937500e-02 6.94444444e-04 9.51562500e-01 9.81250000e-01],1
890,890,gboBLW7zKk0,JUSTIN LEONARD,m,driver,face-on,1,[1030 1106 1161 1183 1207 1226 1239 1249 1311 1345],[4.45312500e-02 6.94444444e-04 9.07031250e-01 1.00000000e+00],1
891,891,Ya_DsarE9KU,KARRIE WEBB,f,driver,other,0,[641 881 893 897 907 912 916 918 937 973],[0.18125    0.16527778 0.32890625 0.80694444],4
892,892,Ya_DsarE9KU,KARRIE WEBB,f,driver,other,1,[1423 1458 1499 1514 1554 1574 1587 1597 1660 1691],[0.1421875  0.14305556 0.37578125 0.8375    ],4
893,893,fakAB-IXtsA,GREG NORMAN,m,driver,face-on,0,[421 467 480 483 491 496 499 501 514 549],[8.12500000e-02 6.94444444e-04 8.26562500e-01 9.97916667e-01],3
894,894,fakAB-IXtsA,GREG NORMAN,m,driver,face-on,1,[ 789  847  899  908  939  959  973  982 1031 1070],[1.00781250e-01 6.94444444e-04 8.03125000e-01 1.00000000e+00],3
895,895,iMmoQ6xPY_U,ERNIE ELS,m,fairway,other,0,[271 560 572 577 584 590 593 596 619 653],[1.10156250e-01 6.94444444e-04 4.42968750e-01 1.00000000e+00],3
896,896,iMmoQ6xPY_U,ERNIE ELS,m,fairway,other,1,[ 930  965 1015 1031 1060 1086 1099 1107 1193 1239],[1.07031250e-01 6.94444444e-04 4.41406250e-01 9.96527778e-01],3
897,897,apHJ9swjQLk,ANDRES ROMERO,m,fairway,down-the-line,0,[301 399 413 416 425 431 434 436 452 487],[1.95312500e-01 6.94444444e-04 4.20312500e-01 1.00000000e+00],4
898,898,apHJ9swjQLk,ANDRES ROMERO,m,fairway,down-the-line,1,[667 720 772 787 820 844 856 864 932 972],[1.25781250e-01 6.94444444e-04 4.90625000e-01 1.00000000e+00],4
899,899,IAHRiso4kfQ,HEE YOUNG PARK,f,wedge,face-on,0,[211 426 441 448 455 460 463 467 484 519],[2.11718750e-01 6.94444444e-04 6.08593750e-01 1.00000000e+00],3
900,900,IAHRiso4kfQ,HEE YOUNG PARK,f,wedge,face-on,1,[ 909  940  997 1022 1050 1070 1084 1100 1172 1206],[2.07812500e-01 6.94444444e-04 6.14843750e-01 1.00000000e+00],3
901,901,8zLqwUYB38Q,CHARLES HOWELL,m,driver,other,0,[121 462 476 480 487 491 494 496 511 553],[0.265625   0.37916667 0.23515625 0.62083333],2
902,902,8zLqwUYB38Q,CHARLES HOWELL,m,driver,other,1,[ 733  803  856  869  899  916  928  936  991 1034],[0.23203125 0.37777778 0.271875   0.6125    ],2
903,903,wzW9pS3s0Dk,LYDIA KO,f,driver,down-the-line,0,[121 181 199 205 221 227 231 233 255 292],[0.53671875 0.05694444 0.4453125  0.93333333],2
904,904,wzW9pS3s0Dk,MICHELLE WIE,f,driver,down-the-line,0,[142 182 193 199 205 208 212 214 231 268],[3.90625000e-04 6.94444444e-04 4.16015625e-01 9.74305556e-01],2
905,905,wzW9pS3s0Dk,LYDIA KO,f,driver,down-the-line,1,[448 541 609 635 696 724 736 746 826 860],[5.00781250e-01 6.94444444e-04 4.78906250e-01 9.88194444e-01],2
906,906,wzW9pS3s0Dk,MICHELLE WIE,f,driver,down-the-line,1,[500 543 587 607 630 647 661 669 739 776],[3.90625000e-04 6.94444444e-04 4.05078125e-01 9.72916667e-01],2
907,907,hJrTGY8MIww,LIZETTE SALAS,f,driver,face-on,0,[181 391 408 414 421 424 428 430 447 481],[1.20312500e-01 6.94444444e-04 7.84375000e-01 9.70138889e-01],4
908,908,hJrTGY8MIww,LIZETTE SALAS,f,driver,face-on,1,[ 721  756  821  842  871  883  899  907  976 1013],[1.10156250e-01 6.94444444e-04 7.75781250e-01 9.82638889e-01],4
909,909,lJTm53jHTiY,KARINE ICHER,f,driver,face-on,0,[ 31  49  62  66  77  83  87  89 104 144],[0.1375     0.05       0.63671875 0.92777778],1
910,910,lJTm53jHTiY,KARINE ICHER,f,driver,face-on,1,[234 243 299 315 357 380 395 404 465 504],[0.1390625  0.03472222 0.62578125 0.93888889],1
911,911,-wg8m-A0hx4,JENNY SHIN,f,driver,face-on,0,[154 156 182 186 196 201 205 207 225 288],[8.12500000e-02 6.94444444e-04 7.66406250e-01 9.70138889e-01],4
912,912,-wg8m-A0hx4,JENNY SHIN,f,driver,face-on,1,[438 495 559 576 616 634 649 659 737 773],[8.35937500e-02 6.94444444e-04 7.72656250e-01 9.84027778e-01],4
913,913,b8KZ5HsS2TM,BAEK KYU JUNG,f,driver,face-on,0,[543 647 660 669 674 678 682 684 705 739],[1.10937500e-01 6.94444444e-04 7.48437500e-01 9.86805556e-01],2
914,914,b8KZ5HsS2TM,BAEK KYU JUNG,f,driver,face-on,1,[1040 1087 1142 1175 1197 1212 1228 1238 1320 1352],[1.14843750e-01 6.94444444e-04 7.67968750e-01 9.95138889e-01],2
915,915,WNF0aXFMydo,MARK WILSON,m,driver,down-the-line,0,[121 202 215 221 230 232 236 238 253 312],[8.67187500e-02 6.94444444e-04 4.82812500e-01 9.50694444e-01],2
916,916,WNF0aXFMydo,MARK WILSON,m,driver,down-the-line,1,[462 507 556 583 616 627 640 648 714 747],[1.04687500e-01 6.94444444e-04 4.68750000e-01 9.56250000e-01],2
917,917,jJrnTKv37Eo,GREG CHALMERS,m,driver,down-the-line,0,[ 61 114 130 135 142 146 149 151 167 208],[3.44531250e-01 6.94444444e-04 4.74218750e-01 9.96527778e-01],3
918,918,jJrnTKv37Eo,GREG CHALMERS,m,driver,down-the-line,1,[358 393 444 461 494 506 521 530 582 675],[3.42968750e-01 6.94444444e-04 5.00781250e-01 9.95138889e-01],3
919,919,FvrTiYg-Qtg,SEAN OHAIR,m,driver,face-on,0,[181 431 447 454 461 467 470 472 486 524],[1.28906250e-01 6.94444444e-04 7.41406250e-01 1.00000000e+00],1
920,920,FvrTiYg-Qtg,SEAN OHAIR,m,driver,face-on,1,[674 750 810 835 869 887 901 909 964 999],[1.32031250e-01 6.94444444e-04 7.42187500e-01 1.00000000e+00],1
921,921,Dm8xuL_M8A8,CARL PETTERSSON,m,driver,other,0,[451 509 522 527 535 543 546 548 564 600],[0.15625    0.0625     0.48203125 0.93819444],3
922,922,Dm8xuL_M8A8,CARL PETTERSSON,m,driver,other,1,[ 900  940  988 1005 1045 1070 1083 1092 1146 1180],[0.17890625 0.07361111 0.50625    0.92708333],3
923,923,cBcyMLP810Q,JUSTIN ROSE,m,fairway,down-the-line,0,[211 504 519 525 532 537 540 542 561 596],[0.2265625  0.10416667 0.32890625 0.87222222],2
924,924,cBcyMLP810Q,JUSTIN ROSE,m,fairway,down-the-line,1,[ 866  879  935  957  989 1008 1019 1027 1091 1129],[0.20703125 0.04444444 0.33828125 0.92638889],2
925,925,0PuF8duUo1A,LEXI THOMPSON,f,iron,face-on,0,[121 251 264 268 276 281 284 288 313 348],[1.64062500e-01 6.94444444e-04 6.92968750e-01 9.97916667e-01],4
926,926,0PuF8duUo1A,LEXI THOMPSON,f,iron,face-on,1,[468 486 541 557 591 608 620 636 728 762],[1.57812500e-01 6.94444444e-04 6.65625000e-01 1.00000000e+00],4
927,927,wnNyaR1S28w,ADAM SCOTT,m,driver,other,0,[361 545 559 562 570 576 578 580 593 628],[5.02343750e-01 6.94444444e-04 4.98046875e-01 1.00000000e+00],2
928,928,wnNyaR1S28w,PADRAIG HARRINGTON,m,driver,other,0,[448 545 556 559 566 569 572 574 589 626],[3.90625000e-04 6.94444444e-04 4.98828125e-01 1.00000000e+00],2
929,929,wnNyaR1S28w,ADAM SCOTT,m,driver,other,1,[746 783 833 847 883 902 913 921 961 971],[5.01562500e-01 6.94444444e-04 4.98828125e-01 9.99305556e-01],2
930,930,wnNyaR1S28w,PADRAIG HARRINGTON,m,driver,other,1,[735 780 824 836 862 876 889 897 949 986],[3.90625000e-04 6.94444444e-04 4.98046875e-01 1.00000000e+00],2
931,931,cgMyvo52Odo,KARINE ICHER,f,driver,down-the-line,0,[456 703 716 720 731 737 741 743 758 798],[7.96875000e-02 6.94444444e-04 5.05468750e-01 9.96527778e-01],3
932,932,cgMyvo52Odo,KARINE ICHER,f,driver,down-the-line,1,[ 948  960 1010 1026 1070 1094 1108 1118 1178 1219],[7.50000000e-02 6.94444444e-04 5.19531250e-01 9.90972222e-01],3
933,933,D12euvW55Ns,CATRIONA MATTHEW,f,hybrid,face-on,0,[181 334 351 355 362 365 369 371 390 425],[1.10937500e-01 6.94444444e-04 7.52343750e-01 9.81250000e-01],1
934,934,D12euvW55Ns,CATRIONA MATTHEW,f,hybrid,face-on,1,[605 652 720 738 765 778 792 802 884 922],[1.03906250e-01 6.94444444e-04 7.85156250e-01 9.84027778e-01],1
935,935,iwarijSolDQ,MICHELLE WIE,f,driver,face-on,0,[241 451 464 470 477 482 486 488 505 541],[1.52343750e-01 6.94444444e-04 6.86718750e-01 9.75694444e-01],4
936,936,iwarijSolDQ,MICHELLE WIE,f,driver,face-on,1,[ 841  898  950  974 1006 1023 1037 1045 1115 1149],[1.55468750e-01 6.94444444e-04 6.92968750e-01 9.71527778e-01],4
937,937,qozX7GdWQTA,MATT KUCHAR,m,driver,down-the-line,0,[ 66 168 201 208 214 218 221 224 238 281],[1.58593750e-01 6.94444444e-04 4.75781250e-01 1.00000000e+00],3
938,938,qozX7GdWQTA,MATT KUCHAR,m,driver,down-the-line,1,[461 521 611 636 662 677 691 699 759 798],[1.73437500e-01 6.94444444e-04 4.57031250e-01 1.00000000e+00],3
939,939,8pEzovFy_Oc,PAULA CREAMER,f,iron,other,0,[211 347 366 370 378 381 385 387 406 440],[0.21484375 0.02638889 0.62578125 0.96666667],1
940,940,8pEzovFy_Oc,PAULA CREAMER,f,iron,other,1,[620 641 708 725 756 771 783 791 866 900],[0.22421875 0.02638889 0.60859375 0.9625    ],1
941,941,i69WoGq2-7o,JOHN DALY,m,driver,down-the-line,0,[151 277 290 293 302 307 310 313 325 360],[1.64062500e-02 6.94444444e-04 6.71875000e-01 1.00000000e+00],1
942,942,i69WoGq2-7o,JOHN DALY,m,driver,down-the-line,1,[600 623 670 683 720 741 753 761 809 846],[3.90625000e-04 6.94444444e-04 6.91015625e-01 1.00000000e+00],1
943,943,i69WoGq2-7o,JOHN DALY,m,driver,down-the-line,0,[2915 2945 2995 3006 3043 3062 3075 3083 3141 3182],[9.84375000e-02 6.94444444e-04 5.31250000e-01 9.72916667e-01],1
944,944,i69WoGq2-7o,JOHN DALY,m,driver,down-the-line,1,[3272 3282 3379 3398 3474 3512 3537 3553 3668 3698],[9.60937500e-02 6.94444444e-04 5.34375000e-01 9.60416667e-01],1
945,945,NQTJRpxVilk,JONAS BLIXT,m,driver,down-the-line,0,[241 548 559 563 570 574 577 579 594 630],[8.28125000e-02 6.94444444e-04 5.25000000e-01 9.89583333e-01],1
946,946,NQTJRpxVilk,JONAS BLIXT,m,driver,down-the-line,1,[ 880  906  948  961  990 1007 1019 1027 1087 1124],[7.50000000e-02 6.94444444e-04 5.22656250e-01 1.00000000e+00],1
947,947,NQTJRpxVilk,JONAS BLIXT,m,driver,face-on,0,[2444 2866 2877 2881 2887 2891 2895 2896 2913 2953],[7.73437500e-02 6.94444444e-04 7.95312500e-01 9.99305556e-01],1
948,948,NQTJRpxVilk,JONAS BLIXT,m,driver,face-on,1,[3163 3225 3266 3283 3309 3324 3337 3345 3406 3441],[7.81250000e-02 6.94444444e-04 8.12500000e-01 1.00000000e+00],1
949,949,0aEZbcQlIm0,CHARLES HOWELL,m,driver,down-the-line,0,[361 711 727 731 738 743 746 748 761 796],[2.89062500e-02 6.94444444e-04 5.17968750e-01 9.97916667e-01],4
950,950,0aEZbcQlIm0,CHARLES HOWELL,m,driver,down-the-line,1,[1205 1236 1298 1312 1343 1360 1372 1380 1436 1470],[3.67187500e-02 6.94444444e-04 5.15625000e-01 9.97916667e-01],4
951,951,1yBqlMwG8Lw,ADAM SCOTT,m,iron,other,0,[391 508 520 524 531 536 539 541 561 597],[5.23437500e-01 6.94444444e-04 3.84375000e-01 1.00000000e+00],1
952,952,1yBqlMwG8Lw,TIGER WOODS,m,iron,other,0,[477 511 522 525 531 536 539 541 558 593],[3.90625000e-04 6.94444444e-04 3.37109375e-01 1.00000000e+00],1
953,953,1yBqlMwG8Lw,ADAM SCOTT,m,iron,other,1,[ 953  987 1031 1046 1076 1096 1107 1115 1163 1199],[5.65625000e-01 6.94444444e-04 3.22656250e-01 1.00000000e+00],1
954,954,1yBqlMwG8Lw,TIGER WOODS,m,iron,other,1,[ 959  996 1037 1051 1078 1097 1107 1115 1177 1216],[3.90625000e-04 6.94444444e-04 3.27734375e-01 1.00000000e+00],1
955,955,1yBqlMwG8Lw,ADAM SCOTT,m,iron,other,0,[3286 3351 3363 3367 3374 3379 3382 3384 3402 3437],[5.75000000e-01 6.94444444e-04 4.14843750e-01 1.00000000e+00],1
956,956,1yBqlMwG8Lw,TIGER WOODS,m,iron,other,0,[3287 3353 3365 3368 3375 3379 3382 3384 3400 3435],[3.90625000e-04 6.94444444e-04 4.97265625e-01 1.00000000e+00],1
957,957,1yBqlMwG8Lw,ADAM SCOTT,m,iron,other,1,[3555 3585 3628 3642 3673 3693 3704 3712 3778 3797],[5.86718750e-01 6.94444444e-04 4.00781250e-01 9.99305556e-01],1
958,958,1yBqlMwG8Lw,TIGER WOODS,m,iron,other,1,[3527 3591 3634 3646 3675 3694 3704 3712 3776 3813],[3.90625000e-04 6.94444444e-04 4.98046875e-01 1.00000000e+00],1
959,959,2RZBZxVDgVo,RICKIE FOWLER,m,fairway,other,0,[511 774 783 788 794 797 800 803 819 859],[0.16796875 0.02916667 0.409375   0.95694444],1
960,960,2RZBZxVDgVo,RICKIE FOWLER,m,fairway,other,1,[ 979  981 1016 1033 1059 1070 1084 1092 1160 1176],[0.2        0.03611111 0.37421875 0.95      ],1
961,961,XaEi4dlP8J0,MORIYA JUTANUGARN,f,driver,face-on,0,[301 537 558 564 572 576 580 582 601 657],[1.27343750e-01 6.94444444e-04 7.28906250e-01 9.92361111e-01],2
962,962,XaEi4dlP8J0,MORIYA JUTANUGARN,f,driver,face-on,1,[ 897  931 1007 1033 1066 1081 1095 1104 1180 1215],[1.20312500e-01 6.94444444e-04 7.27343750e-01 1.00000000e+00],2
963,963,rDDuYNSFXF8,JUSTIN THOMAS,m,iron,down-the-line,0,[181 365 377 382 391 396 399 401 416 453],[2.60937500e-01 6.94444444e-04 3.25000000e-01 9.90972222e-01],3
964,964,rDDuYNSFXF8,JUSTIN THOMAS,m,iron,down-the-line,1,[513 600 647 667 701 726 736 745 807 841],[2.67187500e-01 6.94444444e-04 3.07031250e-01 9.82638889e-01],3
965,965,h0IWds6kX18,MATTEO MANASSERO,m,hybrid,other,0,[391 481 491 495 500 504 507 510 529 563],[0.1421875  0.00277778 0.40859375 0.925     ],3
966,966,h0IWds6kX18,MATTEO MANASSERO,m,hybrid,other,1,[623 638 675 692 716 731 743 752 821 851],[1.23437500e-01 6.94444444e-04 4.20312500e-01 9.56250000e-01],3
967,967,063BV0bPIro,BROOKE HENDERSON,f,hybrid,down-the-line,0,[241 570 589 593 601 606 609 611 629 686],[2.00781250e-01 6.94444444e-04 3.97656250e-01 9.71527778e-01],4
